Abscissa X0 Y0 Z0
0.76 0.725275030486599 0.723072639116244 0.76537180415209
0.77 0.727745300600042 0.721745490963196 0.76450648373407
0.78 0.728879711209599 0.7212856092187 0.762609078485164
0.79 0.732552135778738 0.71946634683368 0.761639087727073
0.8 0.735405098396824 0.717353564006468 0.759715751953244
0.81 0.736640813212363 0.71375516758104 0.758378779562185
0.82 0.739334429296033 0.712611926634351 0.757228108644277
0.83 0.739050795200355 0.709996752405413 0.755469870188452
0.84 0.741392323995245 0.708150991155511 0.754517540028717
0.85 0.741057225511749 0.704822293562516 0.752292758616703
0.86 0.742219058563477 0.701687574111024 0.751730342628234
0.87 0.742376545876721 0.698610842778711 0.749986030642696
0.88 0.742685863399741 0.695784025197672 0.749647152228072
0.89 0.743156329238121 0.6924606082023 0.747405175397148
0.9 0.742547888050824 0.689328412855292 0.745509872128172
0.91 0.742992104967081 0.686219340642927 0.745405581185035
0.92 0.741766703512652 0.683038776394214 0.743779113665877
0.93 0.740436049923081 0.680257121549447 0.743261919150197
0.94 0.73896631341077 0.677458958233272 0.742857598618274
0.95 0.738278816516546 0.674716068597346 0.740515039055758
0.96 0.736737414419612 0.67215643234912 0.73981264999232
0.97 0.735104400623264 0.669484240522953 0.738433779394855
0.98 0.734914660669249 0.667315064765321 0.736904880898062
0.99 0.73276270839423 0.665581116814823 0.7365056397213
1 0.731670369537553 0.664171109619956 0.73545644416261
