Abscissa X0vera Y0vera Z0vera X1vera Y1vera Z1vera X2vera Y2vera Z2vera Curvaturevera
0.88 0.742748430748966 0.695682369477173 0.749143015724922 0.00083135177118662 -0.305579940411324 -0.121703514898326 -2.25050574289402 -0.37690692431164 0.176867040717593 20.9962888064107
0.89 0.742646220072025 0.692612229330071 0.74793391104774 -0.0210663286591991 -0.307993790504337 -0.120207813072425 -2.12624797092299 -0.104379693385123 0.122689510180311 19.3529498734611
0.9 0.742331514479806 0.689531712068826 0.746737110683182 -0.0416416508408233 -0.307643209908331 -0.119235577311373 -1.98640070750810 0.175434228752093 0.0727578399804125 18.0346102584823
0.91 0.741818280627615 0.686468770488307 0.7455476508714 -0.0607496167054761 -0.304472221366016 -0.118726745949713 -1.8331345361395 0.459102378636137 0.0306009544019073 17.0833412983527
0.92 0.741121827332503 0.683451740028362 0.744361345753852 -0.0782667376124906 -0.298460827975063 -0.118585715735473 -1.66858737379064 0.742859608745934 -0.000201402184199771 16.5243543153561
0.93 0.740258591464065 0.680508962238369 0.743175145370924 -0.0940909008088811 -0.289628363609083 -0.118680820893185 -1.49490254742512 1.02260569015075 -0.0160159302801259 16.3750431158218
0.94 0.739245923323682 0.677668374856216 0.741987499020053 -0.108141599390176 -0.278036795130927 -0.118843780989237 -1.31426333696591 1.29391759707800 -0.0131524630123405 16.6525273545056
0.95 0.738101868061948 0.67495706974014 0.74079872429423 -0.120360488007498 -0.26379382313316 -0.118869118282312 -1.12892350079785 1.55207766265065 0.0121385628175473 17.381236895895
0.96 0.736844940085769 0.672400821473089 0.739611382038882 -0.130712221722203 -0.247055619421197 -0.118513560973585 -0.941233299277387 1.79211808307110 0.0636660623845264 18.6022737467791
0.97 0.735493887856754 0.670023591086322 0.738430657204012 -0.139185530597488 -0.228029039155425 -0.117495468922878 -0.753660541397943 2.00888131834232 0.145293440812193 20.3866958922911
0.98 0.73406744697991 0.667847010929334 0.737264745082708 -0.145794478015750 -0.206973155529061 -0.11549434320664 -0.568806214737842 2.19709482247156 0.260926192897043 22.8566329097058
0.99 0.73258408002272 0.665889858135727 0.736125241669278 -0.150579846643188 -0.184199986662088 -0.112150510531900 -0.389414332583004 2.35145729501861 0.414488757274997 26.2224561220664
1 0.731061702081943 0.66416752527609 0.735027535791726 -0.153610592875772 -0.160074318881583 -0.107065107985311 -0.218375756042255 2.46673236624953 0.60988694448001 30.8526414450333
